timestamp,elapsed_s,x_g,y_g,z_g,dx,dy,dz,l2_norm
2026-04-04T23:08:30.598,2.265,0.321,0.164,-0.921,0.0020,-0.0080,0.0030,0.000077
2026-04-04T23:08:30.648,2.315,0.327,0.166,-0.919,0.0060,0.0020,0.0020,0.000044
2026-04-04T23:08:30.698,2.365,0.324,0.166,-0.918,-0.0030,0.0000,0.0010,0.000010
2026-04-04T23:08:30.748,2.415,0.321,0.162,-0.925,-0.0030,-0.0040,-0.0070,0.000074
2026-04-04T23:08:30.798,2.464,0.323,0.165,-0.925,0.0020,0.0030,0.0000,0.000013
2026-04-04T23:08:30.848,2.515,0.326,0.167,-0.924,0.0030,0.0020,0.0010,0.000014
2026-04-04T23:08:30.898,2.564,0.322,0.163,-0.921,-0.0040,-0.0040,0.0030,0.000041
2026-04-04T23:08:30.949,2.615,0.327,0.166,-0.925,0.0050,0.0030,-0.0040,0.000050
2026-04-04T23:08:31.002,2.668,0.327,0.163,-0.921,0.0000,-0.0030,0.0040,0.000025
2026-04-04T23:08:31.055,2.722,0.318,0.164,-0.916,-0.0090,0.0010,0.0050,0.000107
2026-04-04T23:08:31.108,2.775,0.321,0.166,-0.912,0.0030,0.0020,0.0040,0.000029
2026-04-04T23:08:31.166,2.832,0.328,0.162,-0.922,0.0070,-0.0040,-0.0100,0.000165
2026-04-04T23:08:31.247,2.914,0.322,0.161,-0.921,-0.0060,-0.0010,0.0010,0.000038
2026-04-04T23:08:31.298,2.965,0.329,0.168,-0.924,0.0070,0.0070,-0.0030,0.000107
2026-04-04T23:08:31.348,3.015,0.315,0.161,-0.924,-0.0140,-0.0070,0.0000,0.000245
2026-04-04T23:08:31.398,3.065,0.327,0.165,-0.919,0.0120,0.0040,0.0050,0.000185
2026-04-04T23:08:31.448,3.115,0.322,0.166,-0.913,-0.0050,0.0010,0.0060,0.000062
2026-04-04T23:08:31.498,3.164,0.324,0.166,-0.920,0.0020,0.0000,-0.0070,0.000053
2026-04-04T23:08:31.548,3.215,0.329,0.163,-0.914,0.0050,-0.0030,0.0060,0.000070
2026-04-04T23:08:31.598,3.265,0.328,0.172,-0.920,-0.0010,0.0090,-0.0060,0.000118
2026-04-04T23:08:31.648,3.315,0.328,0.161,-0.938,0.0000,-0.0110,-0.0180,0.000445
2026-04-04T23:08:31.698,3.365,0.321,0.171,-0.921,-0.0070,0.0100,0.0170,0.000438
2026-04-04T23:08:31.751,3.418,0.327,0.163,-0.917,0.0060,-0.0080,0.0040,0.000116
2026-04-04T23:08:31.804,3.471,0.326,0.165,-0.919,-0.0010,0.0020,-0.0020,0.000009
2026-04-04T23:08:31.858,3.524,0.326,0.161,-0.918,0.0000,-0.0040,0.0010,0.000017
2026-04-04T23:08:31.915,3.581,0.336,0.163,-0.941,0.0100,0.0020,-0.0230,0.000633
2026-04-04T23:08:31.968,3.635,0.333,0.177,-0.901,-0.0030,0.0140,0.0400,0.001805
2026-04-04T23:08:32.021,3.688,0.261,0.167,-0.901,-0.0720,-0.0100,0.0000,0.005284
2026-04-04T23:08:32.075,3.741,0.338,0.163,-0.932,0.0770,-0.0040,-0.0310,0.006906
2026-04-04T23:08:32.128,3.794,0.310,0.212,-0.938,-0.0280,0.0490,-0.0060,0.003221
2026-04-04T23:08:32.181,3.847,0.335,0.104,-0.885,0.0250,-0.1080,0.0530,0.015098
2026-04-04T23:08:32.234,3.901,0.084,0.165,-1.046,-0.2510,0.0610,-0.1610,0.092643
2026-04-04T23:08:32.288,3.954,0.229,0.074,-0.972,0.1450,-0.0910,0.0740,0.034782
2026-04-04T23:08:32.341,4.007,0.467,0.258,-0.857,0.2380,0.1840,0.1150,0.103725
2026-04-04T23:08:32.394,4.060,0.363,0.282,-1.888,-0.1040,0.0240,-1.0310,1.074353
2026-04-04T23:08:32.447,4.114,0.615,0.350,-1.025,0.2520,0.0680,0.8630,0.812897
2026-04-04T23:08:32.500,4.167,0.668,0.336,-0.936,0.0530,-0.0140,0.0890,0.010926
2026-04-04T23:08:32.554,4.220,0.808,0.675,-1.377,0.1400,0.3390,-0.4410,0.329002
2026-04-04T23:08:32.611,4.277,0.205,0.332,-0.372,-0.6030,-0.3430,1.0050,1.491283
2026-04-04T23:08:32.664,4.331,1.526,-0.025,1.658,1.3210,-0.3570,2.0300,5.993390
2026-04-04T23:08:32.717,4.384,0.331,0.432,-0.211,-1.1950,0.4570,-1.8690,5.130035
2026-04-04T23:08:32.771,4.437,0.896,0.615,-0.140,0.5650,0.1830,0.0710,0.357755
2026-04-04T23:08:32.824,4.490,0.531,0.750,-0.105,-0.3650,0.1350,0.0350,0.152675
2026-04-04T23:08:32.877,4.544,0.538,0.753,-0.123,0.0070,0.0030,-0.0180,0.000382
2026-04-04T23:08:32.930,4.597,-0.139,0.247,0.967,-0.6770,-0.5060,1.0900,1.902465
2026-04-04T23:08:32.984,4.650,0.898,0.713,0.668,1.0370,0.4660,-0.2990,1.381926
2026-04-04T23:08:33.037,4.703,0.785,0.928,0.257,-0.1130,0.2150,-0.4110,0.227915
2026-04-04T23:08:33.098,4.764,0.258,0.331,0.928,-0.5270,-0.5970,0.6710,1.084379
2026-04-04T23:08:33.148,4.814,0.297,0.643,0.756,0.0390,0.3120,-0.1720,0.128449
2026-04-04T23:08:33.197,4.864,0.480,0.344,0.594,0.1830,-0.2990,-0.1620,0.149134
2026-04-04T23:08:33.250,4.916,0.236,0.745,0.557,-0.2440,0.4010,-0.0370,0.221706
2026-04-04T23:08:33.303,4.969,0.312,0.702,0.591,0.0760,-0.0430,0.0340,0.008781
2026-04-04T23:08:33.356,5.023,0.104,0.670,0.672,-0.2080,-0.0320,0.0810,0.050849
2026-04-04T23:08:33.409,5.076,0.438,0.648,0.641,0.3340,-0.0220,-0.0310,0.113001
2026-04-04T23:08:33.463,5.129,1.071,1.032,0.531,0.6330,0.3840,-0.1100,0.560245
2026-04-04T23:08:33.547,5.214,0.178,0.847,0.623,-0.8930,-0.1850,0.0920,0.840138
2026-04-04T23:08:33.598,5.264,0.842,0.438,0.477,0.6640,-0.4090,-0.1460,0.629493
2026-04-04T23:08:33.648,5.314,0.634,0.877,0.083,-0.2080,0.4390,-0.3940,0.391221
2026-04-04T23:08:33.698,5.364,0.785,0.511,0.486,0.1510,-0.3660,0.4030,0.319166
2026-04-04T23:08:33.748,5.414,0.420,0.628,0.600,-0.3650,0.1170,0.1140,0.159910
2026-04-04T23:08:33.797,5.464,0.616,0.604,0.501,0.1960,-0.0240,-0.0990,0.048793
2026-04-04T23:08:33.847,5.514,0.479,0.563,0.693,-0.1370,-0.0410,0.1920,0.057314
2026-04-04T23:08:33.897,5.564,0.495,0.712,0.503,0.0160,0.1490,-0.1900,0.058557
2026-04-04T23:08:33.947,5.614,0.308,0.679,0.619,-0.1870,-0.0330,0.1160,0.049514
2026-04-04T23:08:33.999,5.666,0.201,0.884,0.482,-0.1070,0.2050,-0.1370,0.072243
2026-04-04T23:08:34.052,5.719,0.417,0.771,0.438,0.2160,-0.1130,-0.0440,0.061361
2026-04-04T23:08:34.105,5.772,0.339,0.689,0.538,-0.0780,-0.0820,0.1000,0.022808
2026-04-04T23:08:34.159,5.825,0.601,0.854,0.417,0.2620,0.1650,-0.1210,0.110510
2026-04-04T23:08:34.212,5.878,0.358,0.753,0.496,-0.2430,-0.1010,0.0790,0.075491
2026-04-04T23:08:34.297,5.964,0.413,0.733,0.525,0.0550,-0.0200,0.0290,0.004266
2026-04-04T23:08:34.347,6.014,0.507,0.713,0.437,0.0940,-0.0200,-0.0880,0.016980
2026-04-04T23:08:34.397,6.064,0.534,0.717,0.365,0.0270,0.0040,-0.0720,0.005929
2026-04-04T23:08:34.447,6.114,0.156,1.084,0.228,-0.3780,0.3670,-0.1370,0.296342
2026-04-04T23:08:34.497,6.164,0.440,0.747,0.502,0.2840,-0.3370,0.2740,0.269301
2026-04-04T23:08:34.547,6.213,0.386,0.530,0.531,-0.0540,-0.2170,0.0290,0.050846
2026-04-04T23:08:34.597,6.263,0.578,0.668,0.412,0.1920,0.1380,-0.1190,0.070069
2026-04-04T23:08:34.647,6.314,0.491,1.103,0.914,-0.0870,0.4350,0.5020,0.448798
2026-04-04T23:08:34.697,6.364,0.528,0.782,0.290,0.0370,-0.3210,-0.6240,0.493786
2026-04-04T23:08:34.748,6.415,0.540,0.708,0.352,0.0120,-0.0740,0.0620,0.009464
2026-04-04T23:08:34.802,6.468,0.598,0.703,0.385,0.0580,-0.0050,0.0330,0.004478
2026-04-04T23:08:34.855,6.521,0.601,0.980,0.348,0.0030,0.2770,-0.0370,0.078107
2026-04-04T23:08:34.908,6.575,0.887,0.550,0.379,0.2860,-0.4300,0.0310,0.267657
2026-04-04T23:08:34.961,6.628,0.434,0.901,0.320,-0.4530,0.3510,-0.0590,0.331891
2026-04-04T23:08:35.047,6.713,0.454,0.873,0.327,0.0200,-0.0280,0.0070,0.001233
2026-04-04T23:08:35.097,6.763,0.609,0.609,0.216,0.1550,-0.2640,-0.1110,0.106042
2026-04-04T23:08:35.147,6.814,0.504,0.667,0.579,-0.1050,0.0580,0.3630,0.146158
2026-04-04T23:08:35.197,6.864,0.897,0.499,0.147,0.3930,-0.1680,-0.4320,0.369297
2026-04-04T23:08:35.247,6.914,0.188,0.584,1.153,-0.7090,0.0850,1.0060,1.521942
2026-04-04T23:08:35.297,6.964,0.631,0.659,0.461,0.4430,0.0750,-0.6920,0.680738
2026-04-04T23:08:35.347,7.013,-0.025,0.570,1.039,-0.6560,-0.0890,0.5780,0.772341
2026-04-04T23:08:35.397,7.063,-0.050,0.496,0.882,-0.0250,-0.0740,-0.1570,0.030750
2026-04-04T23:08:35.447,7.114,0.074,0.316,0.893,0.1240,-0.1800,0.0110,0.047897
2026-04-04T23:08:35.498,7.164,0.469,0.364,1.061,0.3950,0.0480,0.1680,0.186553
2026-04-04T23:08:35.551,7.217,0.915,0.624,0.602,0.4460,0.2600,-0.4590,0.477197
2026-04-04T23:08:35.604,7.271,0.308,0.702,0.500,-0.6070,0.0780,-0.1020,0.384937
2026-04-04T23:08:35.657,7.324,0.453,0.800,0.585,0.1450,0.0980,0.0850,0.037854
2026-04-04T23:08:35.711,7.377,0.405,0.667,0.580,-0.0480,-0.1330,-0.0050,0.020018
2026-04-04T23:08:35.796,7.463,0.509,0.507,0.602,0.1040,-0.1600,0.0220,0.036900
2026-04-04T23:08:35.847,7.513,0.475,0.709,0.692,-0.0340,0.2020,0.0900,0.050060
2026-04-04T23:08:35.897,7.563,-0.152,0.698,0.821,-0.6270,-0.0110,0.1290,0.409891
2026-04-04T23:08:35.947,7.613,0.354,0.613,0.753,0.5060,-0.0850,-0.0680,0.267885
2026-04-04T23:08:35.997,7.663,0.583,0.742,0.321,0.2290,0.1290,-0.4320,0.255706
2026-04-04T23:08:36.047,7.713,0.358,0.867,0.340,-0.2250,0.1250,0.0190,0.066611
2026-04-04T23:08:36.097,7.763,0.392,0.742,0.397,0.0340,-0.1250,0.0570,0.020030
2026-04-04T23:08:36.147,7.813,0.515,0.953,0.303,0.1230,0.2110,-0.0940,0.068486
2026-04-04T23:08:36.197,7.863,0.385,0.779,0.495,-0.1300,-0.1740,0.1920,0.084040
2026-04-04T23:08:36.247,7.914,0.307,0.573,0.793,-0.0780,-0.2060,0.2980,0.137324
2026-04-04T23:08:36.300,7.967,0.336,0.564,0.656,0.0290,-0.0090,-0.1370,0.019691
2026-04-04T23:08:36.354,8.020,0.779,0.593,0.658,0.4430,0.0290,0.0020,0.197094
2026-04-04T23:08:36.407,8.073,0.479,0.718,0.613,-0.3000,0.1250,-0.0450,0.107650
2026-04-04T23:08:36.460,8.127,0.296,0.821,0.635,-0.1830,0.1030,0.0220,0.044582
2026-04-04T23:08:36.547,8.213,0.544,0.775,0.531,0.2480,-0.0460,-0.1040,0.074436
2026-04-04T23:08:36.597,8.263,0.560,0.601,0.479,0.0160,-0.1740,-0.0520,0.033236
2026-04-04T23:08:36.647,8.313,0.315,0.756,0.547,-0.2450,0.1550,0.0680,0.088674
2026-04-04T23:08:36.696,8.362,0.272,0.756,0.590,-0.0430,0.0000,0.0430,0.003698
2026-04-04T23:08:36.747,8.413,0.461,0.776,0.483,0.1890,0.0200,-0.1070,0.047570
2026-04-04T23:08:36.797,8.463,0.517,0.768,0.497,0.0560,-0.0080,0.0140,0.003396
2026-04-04T23:08:36.846,8.513,0.365,0.773,0.566,-0.1520,0.0050,0.0690,0.027890
2026-04-04T23:08:36.897,8.563,0.447,0.748,0.487,0.0820,-0.0250,-0.0790,0.013590
2026-04-04T23:08:36.947,8.613,0.455,0.752,0.421,0.0080,0.0040,-0.0660,0.004436
2026-04-04T23:08:36.997,8.663,0.466,0.805,0.467,0.0110,0.0530,0.0460,0.005046
2026-04-04T23:08:37.050,8.716,0.460,0.771,0.442,-0.0060,-0.0340,-0.0250,0.001817
2026-04-04T23:08:37.103,8.769,0.390,0.693,0.535,-0.0700,-0.0780,0.0930,0.019633
2026-04-04T23:08:37.156,8.823,0.423,0.725,0.481,0.0330,0.0320,-0.0540,0.005029
2026-04-04T23:08:37.209,8.876,0.384,0.752,0.505,-0.0390,0.0270,0.0240,0.002826
2026-04-04T23:08:37.263,8.929,0.349,0.744,0.534,-0.0350,-0.0080,0.0290,0.002130
2026-04-04T23:08:37.320,8.986,0.390,0.771,0.522,0.0410,0.0270,-0.0120,0.002554
2026-04-04T23:08:37.373,9.040,0.446,0.774,0.482,0.0560,0.0030,-0.0400,0.004745
2026-04-04T23:08:37.426,9.093,0.618,0.749,0.521,0.1720,-0.0250,0.0390,0.031730
2026-04-04T23:08:37.480,9.146,0.478,0.782,0.370,-0.1400,0.0330,-0.1510,0.043490
2026-04-04T23:08:37.533,9.199,0.819,0.818,0.206,0.3410,0.0360,-0.1640,0.144473
2026-04-04T23:08:37.597,9.264,0.375,0.731,0.376,-0.4440,-0.0870,0.1700,0.233605
2026-04-04T23:08:37.647,9.313,0.549,0.748,0.382,0.1740,0.0170,0.0060,0.030601
2026-04-04T23:08:37.697,9.363,0.628,0.814,0.251,0.0790,0.0660,-0.1310,0.027758
2026-04-04T23:08:37.746,9.412,0.699,0.708,0.221,0.0710,-0.1060,-0.0300,0.017177
2026-04-04T23:08:37.799,9.466,0.333,0.928,0.165,-0.3660,0.2200,-0.0560,0.185492
2026-04-04T23:08:37.852,9.519,0.462,0.919,0.178,0.1290,-0.0090,0.0130,0.016891
2026-04-04T23:08:37.906,9.572,0.468,0.822,0.238,0.0060,-0.0970,0.0600,0.013045
2026-04-04T23:08:37.959,9.625,0.481,0.897,0.196,0.0130,0.0750,-0.0420,0.007558
2026-04-04T23:08:38.012,9.679,0.428,0.891,0.210,-0.0530,-0.0060,0.0140,0.003041
2026-04-04T23:08:38.097,9.763,0.492,0.813,0.213,0.0640,-0.0780,0.0030,0.010189
2026-04-04T23:08:38.147,9.813,0.483,0.847,0.221,-0.0090,0.0340,0.0080,0.001301
2026-04-04T23:08:38.196,9.863,0.453,0.892,0.205,-0.0300,0.0450,-0.0160,0.003181
2026-04-04T23:08:38.247,9.913,0.505,0.859,0.194,0.0520,-0.0330,-0.0110,0.003914
2026-04-04T23:08:38.297,9.963,0.470,0.854,0.221,-0.0350,-0.0050,0.0270,0.001979
2026-04-04T23:08:38.346,10.013,0.451,0.895,0.202,-0.0190,0.0410,-0.0190,0.002403
2026-04-04T23:08:38.397,10.063,0.461,0.871,0.242,0.0100,-0.0240,0.0400,0.002276
2026-04-04T23:08:38.446,10.113,0.473,0.864,0.204,0.0120,-0.0070,-0.0380,0.001637
2026-04-04T23:08:38.496,10.163,0.478,0.865,0.200,0.0050,0.0010,-0.0040,0.000042
2026-04-04T23:08:38.548,10.215,0.462,0.871,0.222,-0.0160,0.0060,0.0220,0.000776
2026-04-04T23:08:38.602,10.268,0.486,0.854,0.220,0.0240,-0.0170,-0.0020,0.000869
2026-04-04T23:08:38.655,10.321,0.473,0.873,0.205,-0.0130,0.0190,-0.0150,0.000755
2026-04-04T23:08:38.708,10.375,0.454,0.859,0.254,-0.0190,-0.0140,0.0490,0.002958
2026-04-04T23:08:38.761,10.428,0.467,0.888,0.194,0.0130,0.0290,-0.0600,0.004610
2026-04-04T23:08:38.846,10.513,0.460,0.865,0.216,-0.0070,-0.0230,0.0220,0.001062
2026-04-04T23:08:38.896,10.563,0.451,0.890,0.225,-0.0090,0.0250,0.0090,0.000787
2026-04-04T23:08:38.946,10.612,0.454,0.870,0.229,0.0030,-0.0200,0.0040,0.000425
2026-04-04T23:08:38.996,10.663,0.458,0.874,0.213,0.0040,0.0040,-0.0160,0.000288
2026-04-04T23:08:39.046,10.713,0.451,0.867,0.236,-0.0070,-0.0070,0.0230,0.000627
2026-04-04T23:08:39.096,10.763,0.475,0.858,0.230,0.0240,-0.0090,-0.0060,0.000693
2026-04-04T23:08:39.146,10.813,0.511,0.874,0.229,0.0360,0.0160,-0.0010,0.001553
2026-04-04T23:08:39.196,10.863,0.452,0.882,0.235,-0.0590,0.0080,0.0060,0.003581
2026-04-04T23:08:39.246,10.913,0.472,0.864,0.242,0.0200,-0.0180,0.0070,0.000773
2026-04-04T23:08:39.298,10.964,0.470,0.874,0.220,-0.0020,0.0100,-0.0220,0.000588
2026-04-04T23:08:39.351,11.018,0.461,0.885,0.214,-0.0090,0.0110,-0.0060,0.000238
2026-04-04T23:08:39.404,11.071,0.479,0.853,0.224,0.0180,-0.0320,0.0100,0.001448
2026-04-04T23:08:39.457,11.124,0.458,0.876,0.234,-0.0210,0.0230,0.0100,0.001070
2026-04-04T23:08:39.511,11.177,0.492,0.860,0.198,0.0340,-0.0160,-0.0360,0.002708
2026-04-04T23:08:39.596,11.262,0.465,0.873,0.225,-0.0270,0.0130,0.0270,0.001627
2026-04-04T23:08:39.646,11.313,0.478,0.874,0.202,0.0130,0.0010,-0.0230,0.000699
2026-04-04T23:08:39.696,11.363,0.465,0.875,0.216,-0.0130,0.0010,0.0140,0.000366
2026-04-04T23:08:39.746,11.413,0.471,0.864,0.223,0.0060,-0.0110,0.0070,0.000206
2026-04-04T23:08:39.796,11.463,0.467,0.865,0.228,-0.0040,0.0010,0.0050,0.000042
2026-04-04T23:08:39.846,11.513,0.469,0.859,0.218,0.0020,-0.0060,-0.0100,0.000140
2026-04-04T23:08:39.896,11.563,0.466,0.861,0.223,-0.0030,0.0020,0.0050,0.000038
2026-04-04T23:08:39.946,11.613,0.494,0.864,0.190,0.0280,0.0030,-0.0330,0.001882
2026-04-04T23:08:39.995,11.662,0.460,0.856,0.231,-0.0340,-0.0080,0.0410,0.002901
2026-04-04T23:08:40.047,11.714,0.471,0.859,0.216,0.0110,0.0030,-0.0150,0.000355
2026-04-04T23:08:40.100,11.767,0.476,0.873,0.208,0.0050,0.0140,-0.0080,0.000285
2026-04-04T23:08:40.154,11.820,0.484,0.850,0.208,0.0080,-0.0230,0.0000,0.000593
2026-04-04T23:08:40.207,11.874,0.487,0.854,0.218,0.0030,0.0040,0.0100,0.000125
2026-04-04T23:08:40.260,11.927,0.460,0.873,0.217,-0.0270,0.0190,-0.0010,0.001091
2026-04-04T23:08:40.313,11.980,0.486,0.862,0.208,0.0260,-0.0110,-0.0090,0.000878
2026-04-04T23:08:40.371,12.037,0.479,0.863,0.216,-0.0070,0.0010,0.0080,0.000114
2026-04-04T23:08:40.424,12.090,0.479,0.873,0.213,0.0000,0.0100,-0.0030,0.000109
2026-04-04T23:08:40.477,12.144,0.487,0.862,0.212,0.0080,-0.0110,-0.0010,0.000186
2026-04-04T23:08:40.530,12.197,0.476,0.872,0.214,-0.0110,0.0100,0.0020,0.000225
2026-04-04T23:08:40.584,12.250,0.472,0.865,0.212,-0.0040,-0.0070,-0.0020,0.000069
2026-04-04T23:08:40.637,12.303,0.487,0.859,0.211,0.0150,-0.0060,-0.0010,0.000262
2026-04-04T23:08:40.690,12.357,0.472,0.872,0.216,-0.0150,0.0130,0.0050,0.000419
2026-04-04T23:08:40.743,12.410,0.479,0.855,0.220,0.0070,-0.0170,0.0040,0.000354
2026-04-04T23:08:40.811,12.477,0.479,0.868,0.222,0.0000,0.0130,0.0020,0.000173
2026-04-04T23:08:40.850,12.516,0.486,0.865,0.222,0.0070,-0.0030,0.0000,0.000058
2026-04-04T23:08:40.903,12.570,0.469,0.875,0.225,-0.0170,0.0100,0.0030,0.000398
2026-04-04T23:08:40.956,12.623,0.473,0.863,0.235,0.0040,-0.0120,0.0100,0.000260
2026-04-04T23:08:41.010,12.676,0.465,0.867,0.227,-0.0080,0.0040,-0.0080,0.000144
2026-04-04T23:08:41.096,12.762,0.479,0.861,0.218,0.0140,-0.0060,-0.0090,0.000313
2026-04-04T23:08:41.146,12.812,0.471,0.864,0.220,-0.0080,0.0030,0.0020,0.000077
2026-04-04T23:08:41.196,12.862,0.479,0.858,0.219,0.0080,-0.0060,-0.0010,0.000101
2026-04-04T23:08:41.246,12.912,0.476,0.876,0.213,-0.0030,0.0180,-0.0060,0.000369
2026-04-04T23:08:41.296,12.963,0.471,0.864,0.231,-0.0050,-0.0120,0.0180,0.000493
2026-04-04T23:08:41.346,13.012,0.475,0.862,0.223,0.0040,-0.0020,-0.0080,0.000084
2026-04-04T23:08:41.395,13.062,0.493,0.854,0.211,0.0180,-0.0080,-0.0120,0.000532
2026-04-04T23:08:41.445,13.112,0.470,0.868,0.224,-0.0230,0.0140,0.0130,0.000894
2026-04-04T23:08:41.496,13.162,0.475,0.852,0.213,0.0050,-0.0160,-0.0110,0.000402
2026-04-04T23:08:41.546,13.213,0.479,0.868,0.229,0.0040,0.0160,0.0160,0.000528
2026-04-04T23:08:41.599,13.266,0.471,0.867,0.223,-0.0080,-0.0010,-0.0060,0.000101
2026-04-04T23:08:41.652,13.319,0.476,0.864,0.223,0.0050,-0.0030,0.0000,0.000034
2026-04-04T23:08:41.706,13.372,0.465,0.853,0.231,-0.0110,-0.0110,0.0080,0.000306
2026-04-04T23:08:41.759,13.425,0.472,0.869,0.218,0.0070,0.0160,-0.0130,0.000474
2026-04-04T23:08:41.845,13.512,0.479,0.857,0.209,0.0070,-0.0120,-0.0090,0.000274
2026-04-04T23:08:41.896,13.562,0.484,0.867,0.220,0.0050,0.0100,0.0110,0.000246
2026-04-04T23:08:41.946,13.612,0.479,0.868,0.222,-0.0050,0.0010,0.0020,0.000030
2026-04-04T23:08:41.996,13.662,0.479,0.870,0.217,0.0000,0.0020,-0.0050,0.000029
2026-04-04T23:08:42.046,13.712,0.486,0.854,0.206,0.0070,-0.0160,-0.0110,0.000426
2026-04-04T23:08:42.096,13.762,0.471,0.879,0.218,-0.0150,0.0250,0.0120,0.000994
2026-04-04T23:08:42.146,13.812,0.476,0.860,0.217,0.0050,-0.0190,-0.0010,0.000387
2026-04-04T23:08:42.195,13.861,0.475,0.859,0.219,-0.0010,-0.0010,0.0020,0.000006
2026-04-04T23:08:42.245,13.912,0.473,0.857,0.230,-0.0020,-0.0020,0.0110,0.000129
2026-04-04T23:08:42.296,13.962,0.468,0.856,0.233,-0.0050,-0.0010,0.0030,0.000035
2026-04-04T23:08:42.349,14.015,0.485,0.865,0.217,0.0170,0.0090,-0.0160,0.000626
2026-04-04T23:08:42.402,14.068,0.478,0.850,0.204,-0.0070,-0.0150,-0.0130,0.000443
2026-04-04T23:08:42.455,14.122,0.481,0.858,0.216,0.0030,0.0080,0.0120,0.000217
