elapsed_s,x_g,y_g,z_g,writing,word,newline
7.7383,0.4290,0.8550,0.2040,1,quick,0
7.7588,0.4830,0.7620,0.2180,1,quick,0
7.7793,0.3990,0.9590,0.1670,1,quick,0
7.7997,0.2940,0.9840,0.1830,1,quick,0
7.8161,0.2610,0.9380,0.1820,1,quick,0
7.8366,0.2650,0.8930,0.2090,1,quick,0
7.8571,0.2300,0.9890,0.3200,1,quick,0
7.8776,0.3060,0.9000,0.2960,1,quick,0
7.8980,0.2980,1.0470,0.1800,1,quick,0
7.9144,0.3230,0.9490,0.1440,1,quick,0
7.9349,0.3280,0.9820,0.1350,1,quick,0
7.9553,0.2880,1.0320,0.1770,1,quick,0
7.9759,0.3570,0.9690,0.1570,1,quick,0
7.9963,0.4130,0.8840,0.1780,1,quick,0
8.0168,0.4540,0.8480,0.1660,1,quick,0
8.0333,0.4580,0.8470,0.2330,1,quick,0
8.0537,0.3600,0.9340,0.1860,1,quick,0
8.0741,0.3190,0.9520,0.1920,1,quick,0
8.0947,0.2950,0.9380,0.0560,1,quick,0
8.1151,0.2680,0.9400,0.3940,1,quick,0
8.1356,0.3100,0.9950,0.7520,1,quick,0
8.1520,0.3350,1.0290,0.1950,1,quick,0
8.1724,0.2870,0.9480,-0.0170,1,quick,0
8.1930,0.2900,0.9960,0.1210,1,quick,0
8.2134,0.2810,1.0080,0.0890,1,quick,0
8.2339,0.2860,0.9500,0.1070,1,quick,0
8.2544,0.5000,0.8640,0.1740,1,quick,0
8.2749,0.3500,0.8900,0.1930,1,quick,0
8.2912,0.3750,0.9150,0.1240,1,quick,0
8.3118,0.3570,0.9370,0.2070,1,quick,0
8.3322,0.2590,0.9530,0.1690,1,quick,0
8.3527,0.3000,0.8220,0.1090,1,quick,0
8.3731,0.2610,0.9200,0.1880,1,quick,0
8.3936,0.1420,0.9600,0.2300,1,quick,0
8.4100,0.2870,0.9730,0.2800,1,quick,0
8.4304,0.3020,0.9850,0.3070,1,quick,0
8.4509,0.3370,0.9840,0.1630,1,quick,0
