elapsed_s,x_g,y_g,z_g,writing,word,newline
8.4269,0.25,0.921,0.159,1,hat,0
8.4475,0.354,0.926,0.103,1,hat,0
8.4679,0.239,0.932,0.101,1,hat,0
8.4899,0.298,0.96,0.067,1,hat,0
8.5089,0.381,1.023,0.036,1,hat,0
8.5253,0.146,1.129,0.233,1,hat,0
8.5458,0.16,1.199,0.119,1,hat,0
8.5663,0.424,0.805,0.044,1,hat,0
8.5867,0.679,0.636,0.066,1,hat,0
8.6072,0.794,0.666,0.058,1,hat,0
8.6277,0.537,0.805,0.071,1,hat,0
8.644,0.566,0.871,0.083,1,hat,0
8.6645,0.499,0.827,0.083,0,,0
8.685,0.467,0.734,0.115,0,,0
8.7055,0.548,0.674,0.172,0,,0
8.726,0.66,0.732,0.191,0,,0
8.7464,0.572,0.868,0.285,0,,0
8.7629,0.635,0.896,0.322,0,,0
8.7834,0.645,0.833,0.303,0,,0
8.8038,0.609,0.792,0.204,0,,0
8.8243,0.518,0.89,0.166,0,,0
8.8447,0.38,1.02,0.154,0,,0
8.8611,0.344,0.98,0.176,0,,0
8.8816,0.356,0.901,0.187,0,,0
8.9021,0.38,0.891,0.204,0,,0
8.9226,0.427,0.884,0.23,0,,0
8.9431,0.408,0.909,0.208,0,,0
8.9635,0.463,0.895,0.236,0,,0
8.9799,0.477,0.871,0.197,0,,0
9.0004,0.457,0.85,0.203,1,hat,0
9.0209,0.438,0.827,0.235,1,hat,0
9.0413,0.417,0.784,0.223,1,hat,0
9.0618,0.416,0.761,0.23,1,hat,0
9.0823,0.375,0.789,0.22,1,hat,0
9.0986,0.345,0.902,0.205,1,hat,0
9.1192,0.343,1.169,0.232,1,hat,0
9.1397,0.354,1.09,0.231,1,hat,0
9.1601,0.539,0.729,0.158,1,hat,0
9.1806,0.523,0.856,0.19,1,hat,0
9.2011,0.528,0.878,0.208,1,hat,0
9.2174,0.375,0.955,0.221,1,hat,0
9.238,0.275,0.95,0.223,1,hat,0
9.2584,0.348,0.897,0.199,1,hat,0
9.2789,0.433,0.895,0.196,1,hat,0
9.2994,0.467,0.881,0.189,1,hat,0
9.3158,0.453,0.892,0.202,1,hat,0
9.3364,0.448,0.883,0.191,1,hat,0
9.3567,0.43,0.908,0.195,1,hat,0
9.3795,0.387,0.921,0.202,1,hat,0
9.3976,0.432,0.877,0.194,1,hat,0
9.4182,0.483,0.849,0.197,1,hat,0
9.4346,0.485,0.892,0.184,1,hat,0
9.4591,0.382,1.061,0.162,1,hat,0
9.4755,0.371,0.871,0.119,1,hat,0
9.496,0.39,0.914,0.253,1,hat,0
9.5164,0.403,0.971,0.216,1,hat,0
9.5369,0.405,0.919,0.277,1,hat,0
9.5535,0.379,0.919,0.112,1,hat,0
9.5738,0.394,0.927,0.281,1,hat,0
9.5943,0.413,0.847,0.194,1,hat,0
9.6148,0.368,0.94,0.074,1,hat,0
9.6352,0.426,0.969,0.042,1,hat,0
9.6517,0.356,0.921,0.18,1,hat,0
9.6721,0.473,0.88,0.174,1,hat,0
9.6926,0.545,0.755,0.231,1,hat,0
9.7131,0.407,0.965,0.332,1,hat,0
9.7335,0.32,0.882,0.23,1,hat,0
9.754,0.159,0.921,0.286,1,hat,0
9.7704,0.396,0.919,0.295,1,hat,0
9.7909,0.298,0.924,0.131,1,hat,0
9.8113,0.235,0.912,0.349,1,hat,0
9.8318,0.363,0.927,0.11,1,hat,0
9.8523,0.315,1.1,0.041,1,hat,0
9.8729,0.429,0.787,0.143,1,hat,0
9.8892,0.633,0.729,0.213,1,hat,0
9.9097,0.698,0.699,0.308,1,hat,0
9.9301,0.612,1.349,0.002,1,hat,0
9.9506,0.341,0.916,0.098,1,hat,0
9.9711,0.354,0.972,0.223,1,hat,0
9.9915,0.377,0.954,0.211,1,hat,0
10.0079,0.352,0.895,0.187,1,hat,0
10.0284,0.365,0.915,0.178,1,hat,0
10.0489,0.354,0.879,0.184,1,hat,0
10.0694,0.556,0.764,0.16,1,hat,0
10.0899,0.632,0.754,0.178,1,hat,0
10.1063,0.2,1.16,0.33,1,hat,0
10.1267,0.184,0.963,0.128,1,hat,0
10.1472,0.396,0.941,0.104,1,hat,0
10.1677,0.437,0.986,0.063,1,hat,0
10.1883,0.463,0.895,0.181,1,hat,0
10.2086,0.42,0.904,0.175,1,hat,0
10.225,0.419,0.905,0.369,1,hat,0
10.2455,0.392,0.92,0.107,1,hat,0
10.266,0.301,0.958,-0.006,1,hat,0
10.2866,0.384,0.919,0.018,1,hat,0
10.3069,0.435,0.937,-0.012,1,hat,0
10.3274,0.305,1.017,-0.089,1,hat,0
10.3479,0.413,0.822,0.154,1,hat,0
10.3683,0.625,0.716,0.208,1,hat,0
10.3888,0.685,0.718,0.289,1,hat,0
10.4093,0.057,1.216,0.547,1,hat,0
10.4257,0.146,1.047,0.322,1,hat,0
10.4462,0.341,0.993,0.195,1,hat,0
10.4668,0.4,0.978,0.005,1,hat,0
10.4872,0.293,1.039,0.2,1,hat,0
10.5076,0.125,0.878,0.067,1,hat,0
10.5281,0.329,0.922,0.122,1,hat,0
10.5447,0.549,0.749,0.164,1,hat,0
10.565,0.643,0.985,0.213,1,hat,0
10.5855,0.335,0.938,0.142,1,hat,0
10.6059,0.376,0.938,0.124,1,hat,0
10.6264,0.312,0.899,0.208,1,hat,0
10.6469,0.325,0.951,0.168,1,hat,0
10.6674,0.376,0.971,-0.061,1,hat,0
10.6838,0.399,0.93,0.064,1,hat,0
10.7083,0.377,0.983,-0.093,1,hat,0
10.7247,0.292,0.985,0.075,1,hat,0
10.7452,0.416,0.842,0.132,1,hat,0
10.7656,0.65,0.737,0.222,1,hat,0
10.7862,0.644,0.781,0.276,1,hat,0
10.8066,0.031,1.124,0.368,1,hat,0
10.823,0.122,1.002,0.312,1,hat,0
10.8435,0.397,1.045,0.277,1,hat,0
10.8639,0.378,0.994,0.252,1,hat,0
10.8845,0.158,0.95,0.15,1,hat,0
10.9049,0.178,0.925,0.146,1,hat,0
10.9254,0.256,0.896,0.109,1,hat,0
10.9418,0.36,0.938,0.192,1,hat,0
10.9623,0.337,0.926,0.309,1,hat,0
10.9828,0.167,1.075,0.246,1,hat,0
11.0034,0.4,0.906,0.116,1,hat,0
11.0237,0.431,0.914,0.124,1,hat,0
11.0442,0.484,0.872,0.132,1,hat,0
11.0605,0.463,0.89,0.186,1,hat,0
11.081,0.49,0.89,0.171,1,hat,0
11.1015,0.518,0.837,0.133,1,hat,0
11.122,0.543,0.843,0.157,1,hat,0
11.1425,0.463,0.82,0.266,0,,0
11.1588,0.438,0.887,0.182,0,,0
11.1793,0.459,0.858,0.191,0,,0
11.1998,0.485,0.862,0.151,0,,0
11.2203,0.528,0.834,0.176,0,,0
11.2408,0.574,0.814,0.159,0,,0
11.2613,0.574,0.804,0.195,0,,0
11.2776,0.563,0.82,0.202,0,,0
11.2981,0.533,0.853,0.196,0,,0
11.3186,0.487,0.852,0.208,0,,0
11.339,0.483,0.85,0.228,0,,0
11.3595,0.485,0.833,0.253,0,,0
11.38,0.468,0.858,0.273,0,,0
11.3964,0.51,0.778,0.255,0,,0
11.4168,0.538,0.785,0.242,0,,0
11.4374,0.525,0.81,0.309,0,,0
11.4578,0.386,0.8,0.327,0,,0
11.4783,0.428,0.789,0.355,0,,0
11.4988,0.48,0.803,0.398,0,,0
11.5153,0.439,0.861,0.422,0,,0
11.5357,0.48,0.991,0.475,0,,0
11.5561,0.37,0.786,0.493,0,,0
11.5767,0.447,0.768,0.488,0,,0
11.5971,0.41,0.746,0.501,0,,0
11.6135,0.416,0.735,0.506,0,,0
11.634,0.345,0.826,0.55,0,,0
11.6545,0.371,0.721,0.586,0,,0
